    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  507.322	  ENTER	    39 	      6 	      3 	    479 	      1 
  540.000	   EXIT	    27 	      6 	      8 	    183 	      4 
  540.000	   EXIT	    28 	      6 	      3 	    179 	      1 
  540.000	  LEAVE	     9 	      6 	      6 	    507 	      1 
  600.000	   EXIT	    29 	      6 	      3 	    237 	      9 
  600.000	   EXIT	    30 	      6 	      5 	    216 	      4 
  600.000	   EXIT	    31 	      6 	      1 	    171 	      3 
  600.000	   EXIT	    32 	      6 	      1 	    149 	      2 
  600.000	  LEAVE	    10 	      6 	      6 	    507 	      2 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  4.621 Time Sample Var. =	  3.196
 Event Ave. =	  3.593 Event Sample Var. =	   4.39
 Minimum =	      0
 Maximum =	      9
VARS[4]:
 Time Ave. = 	   4.68 Time Sample Var. =	  4.378
 Event Ave. =	  3.543 Event Sample Var. =	  4.939
 Minimum =	     -1
 Maximum =	      8
WAIT[VARS[5]]:
 Time Ave. = 	    349 Time Sample Var. =	3.759e+04
 Event Ave. =	  185.2 Event Sample Var. =	2.292e+04
 Minimum =	      0
 Maximum =	  507.3
VARS[1]:
 Time Ave. = 	   1.76 Time Sample Var. =	 0.4224
 Event Ave. =	  2.815 Event Sample Var. =	  5.583
 Minimum =	      1
 Maximum =	     10
