    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  278.125	  ENTER	    17 	      5 	      5 	   4.74 	      9 
  279.194	  ENTER	    18 	      2 	      5 	   4.74 	      9 
  292.630	  ENTER	    19 	      3 	      5 	   4.74 	      9 
  300.000	   EXIT	    14 	      3 	      1 	   52.5 	     19 
  300.000	   EXIT	    15 	      3 	      2 	   46.5 	     17 
  300.000	   EXIT	    16 	      3 	      4 	   35.9 	     13 
  300.000	   EXIT	    17 	      3 	      5 	   21.9 	      8 
  300.000	   EXIT	    18 	      3 	      2 	   20.8 	      6 
  300.000	  LEAVE	     5 	      3 	      3 	    293 	      3 
  300.000	   EXIT	    19 	      3 	      3 	   7.37 	      3 
  302.087	  ENTER	    20 	      4 	      3 	   7.37 	      3 
  319.273	  ENTER	    21 	      3 	      3 	   7.37 	      3 
  329.855	  ENTER	    22 	      4 	      3 	   7.37 	      3 
  336.062	  ENTER	    23 	      2 	      3 	   7.37 	      3 
  347.473	  ENTER	    24 	      1 	      3 	   7.37 	      3 
  347.891	  ENTER	    25 	      6 	      3 	   7.37 	      3 
  356.838	  ENTER	    26 	      8 	      3 	   7.37 	      3 
  360.000	   EXIT	    20 	      8 	      4 	   57.9 	     16 
  360.000	   EXIT	    21 	      8 	      3 	   40.7 	     13 
  360.000	   EXIT	    22 	      8 	      4 	   30.1 	      9 
  360.000	   EXIT	    23 	      8 	      2 	   23.9 	      7 
  360.000	   EXIT	    24 	      8 	      1 	   12.5 	      6 
  360.000	  LEAVE	     6 	      8 	      8 	    357 	      6 
  360.511	  ENTER	    27 	      3 	      8 	    357 	      6 
  363.193	  ENTER	    28 	      3 	      8 	    357 	      6 
  368.775	  ENTER	    29 	      1 	      8 	    357 	      6 
  383.589	  ENTER	    30 	      5 	      8 	    357 	      6 
  402.163	  ENTER	    31 	      4 	      8 	    357 	      6 
  410.485	  ENTER	    32 	      0 	      8 	    357 	      6 
  420.000	   EXIT	    25 	      0 	      6 	   72.1 	     14 
  420.000	   EXIT	    26 	      0 	      8 	   63.2 	      6 
  420.000	   EXIT	    27 	      0 	      3 	   59.5 	      3 
  420.000	   EXIT	    28 	      0 	      1 	   51.2 	      2 
  420.000	  LEAVE	     7 	      0 	     -1 	    410 	      2 
  429.109	  ENTER	    33 	      1 	     -1 	    410 	      2 
  450.838	  ENTER	    34 	      1 	     -1 	    410 	      2 
  459.240	  ENTER	    35 	      2 	     -1 	    410 	      2 
  467.616	  ENTER	    36 	      9 	     -1 	    410 	      2 
  479.313	  ENTER	    37 	      3 	     -1 	    410 	      2 
  480.000	   EXIT	    29 	      3 	      3 	    117 	     17 
  480.000	   EXIT	    30 	      3 	      5 	   96.4 	     12 
  480.000	   EXIT	    31 	      3 	      4 	   77.8 	      8 
  480.000	   EXIT	    32 	      3 	      1 	   50.9 	      7 
  480.000	   EXIT	    33 	      3 	      1 	   29.2 	      6 
  480.000	   EXIT	    34 	      3 	      2 	   20.8 	      4 
  480.000	  LEAVE	     8 	      3 	      3 	    479 	      1 
  480.000	   EXIT	    35 	      3 	      3 	  0.687 	      1 
  480.717	  ENTER	    38 	      3 	      3 	  0.687 	      1 
  507.322	  ENTER	    39 	      6 	      3 	  0.687 	      1 
  540.000	   EXIT	    36 	      6 	      9 	   72.4 	     11 
  540.000	   EXIT	    37 	      6 	      3 	   59.3 	      8 
  540.000	  LEAVE	     9 	      6 	      6 	    507 	      2 
  540.000	   EXIT	    38 	      6 	      6 	   32.7 	      2 
  600.000	  LEAVE	    10 	      6 	     -1 	   32.7 	     20 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  4.621 Time Sample Var. =	  3.196
 Event Ave. =	  3.575 Event Sample Var. =	  4.359
 Minimum =	      0
 Maximum =	      9
VARS[4]:
 Time Ave. = 	   1.88 Time Sample Var. =	  8.746
 Event Ave. =	  3.529 Event Sample Var. =	  5.215
 Minimum =	     -1
 Maximum =	      9
WAIT[VARS[5]]:
 Time Ave. = 	  66.34 Time Sample Var. =	1.402e+04
 Event Ave. =	  100.2 Event Sample Var. =	2.058e+04
 Minimum =	      0
 Maximum =	  507.3
VARS[1]:
 Time Ave. = 	  11.72 Time Sample Var. =	  54.44
 Event Ave. =	  8.115 Event Sample Var. =	  23.07
 Minimum =	      1
 Maximum =	     20
