    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  480.000	  LEAVE	     8 	      4 	      4 	    474 	      1 
  501.987	  ENTER	    54 	      2 	      4 	    474 	      1 
  507.086	  ENTER	    55 	      1 	      4 	    474 	      1 
  507.968	  ENTER	    56 	      8 	      4 	    474 	      1 
  540.000	   EXIT	    40 	      8 	      5 	    221 	     15 
  540.000	   EXIT	    41 	      8 	      3 	    214 	     12 
  540.000	   EXIT	    42 	      8 	      6 	    198 	      6 
  540.000	   EXIT	    43 	      8 	      4 	    194 	      2 
  540.000	   EXIT	    44 	      8 	      1 	   32.9 	      1 
  540.000	  LEAVE	     9 	      8 	      8 	    508 	      1 
  600.000	   EXIT	    45 	      8 	      5 	    254 	     15 
  600.000	   EXIT	    46 	      8 	      3 	    254 	     12 
  600.000	   EXIT	    47 	      8 	      5 	    251 	      7 
  600.000	   EXIT	    48 	      8 	      4 	    227 	      3 
  600.000	   EXIT	    49 	      8 	      2 	     98 	      1 
  600.000	  LEAVE	    10 	      8 	      8 	    508 	      1 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  6.093 Time Sample Var. =	  5.822
 Event Ave. =	      4 Event Sample Var. =	  4.817
 Minimum =	      0
 Maximum =	      9
VARS[4]:
 Time Ave. = 	   5.36 Time Sample Var. =	   7.07
 Event Ave. =	  3.574 Event Sample Var. =	  2.836
 Minimum =	      1
 Maximum =	      8
WAIT[VARS[5]]:
 Time Ave. = 	  360.6 Time Sample Var. =	3.15e+04
 Event Ave. =	    179 Event Sample Var. =	1.523e+04
 Minimum =	      0
 Maximum =	    508
VARS[1]:
 Time Ave. = 	   1.06 Time Sample Var. =	 0.0564
 Event Ave. =	  3.704 Event Sample Var. =	  20.03
 Minimum =	      1
 Maximum =	     16
